Order,Family,Subfamily,Genus,Species,Type Species?,Exemplar Accession Number,Exemplar Isolate,Genome Composition,Last Change,MSL of Last Change,Proposal,Taxon History URL
Unassigned,Potyviridae,,Potyvirus,Ornithogalum mosaic virus,0,JQ807995,SW3.1 ,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153900
Unassigned,Potyviridae,,Potyvirus,Ornithogalum virus 2,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153901
Unassigned,Potyviridae,,Potyvirus,Ornithogalum virus 3,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153902
Unassigned,Potyviridae,,Potyvirus,Panax virus Y,0,GQ916624,China 2,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,ICTVonline=20153903
Unassigned,Potyviridae,,Potyvirus,Papaya leaf distortion mosaic virus,0,AB088221,P,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153904
Unassigned,Potyviridae,,Potyvirus,Papaya ringspot virus,0,AY010722,Thailand W,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153905
Unassigned,Potyviridae,,Potyvirus,Parsnip mosaic virus,0,,,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153906
Unassigned,Potyviridae,,Potyvirus,Passiflora chlorosis virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153907
Unassigned,Potyviridae,,Potyvirus,Passion fruit woodiness virus,0,HQ122652,Australia MU2 ,ssRNA(+),"Renamed,",18,ICTV 7th Report,ICTVonline=20153908
Unassigned,Potyviridae,,Potyvirus,Pea seed-borne mosaic virus,0,D10930,DPD1,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153909
Unassigned,Potyviridae,,Potyvirus,Peanut mottle virus,0,AF023848,M,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153910
Unassigned,Potyviridae,,Potyvirus,Pennisetum mosaic virus,0,AY642590,China B,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153911
Unassigned,Potyviridae,,Potyvirus,Pepper mottle virus,0,AF501591,F,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153912
Unassigned,Potyviridae,,Potyvirus,Pepper severe mosaic virus,0,AM181350,South Korea,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153913
Unassigned,Potyviridae,,Potyvirus,Pepper veinal mottle virus,0,DQ645484,P,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153914
Unassigned,Potyviridae,,Potyvirus,Pepper yellow mosaic virus,0,AB541985,"strain DF, isolate Pi-15",ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153915
Unassigned,Potyviridae,,Potyvirus,Peru tomato mosaic virus,0,AJ516010,PPK11,ssRNA(+),"Renamed,",14,ICTV 6th Report,ICTVonline=20153916
Unassigned,Potyviridae,,Potyvirus,Pfaffia mosaic virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153917
Unassigned,Potyviridae,,Potyvirus,Pleione virus Y,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153918
Unassigned,Potyviridae,,Potyvirus,Plum pox virus,0,X16415,D,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153919
Unassigned,Potyviridae,,Potyvirus,Pokeweed mosaic virus,0,JQ609095,USA PA ,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153920
Unassigned,Potyviridae,,Potyvirus,Potato virus A,0,AF543212,Ui,ssRNA(+),"Merged,",23,ICTV 8th Report,ICTVonline=20153921
Unassigned,Potyviridae,,Potyvirus,Potato virus V,0,AJ243766,DV42,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153922
Unassigned,Potyviridae,,Potyvirus,Potato virus Y,1,X12456,French N,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153923
Unassigned,Potyviridae,,Potyvirus,Ranunculus leaf distortion virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153924
Unassigned,Potyviridae,,Potyvirus,Ranunculus mild mosaic virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153925
Unassigned,Potyviridae,,Potyvirus,Ranunculus mosaic virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153926
Unassigned,Potyviridae,,Potyvirus,Rhopalanthe virus Y,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153927
Unassigned,Potyviridae,,Potyvirus,Sarcochilus virus Y,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153928
Unassigned,Potyviridae,,Potyvirus,Scallion mosaic virus,0,AJ316084,China Hangzhou,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153929
Unassigned,Potyviridae,,Potyvirus,Shallot yellow stripe virus,0,AJ865076,China ZQ2,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20153930
Unassigned,Potyviridae,,Potyvirus,Sorghum mosaic virus,0,AJ310197,China XS,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153931
Unassigned,Potyviridae,,Potyvirus,Soybean mosaic virus,0,D00507,N,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153932
Unassigned,Potyviridae,,Potyvirus,Spiranthes mosaic virus 3,0,,,ssRNA(+),"New,",25,2008.002P.Potyvirus-7Sp,ICTVonline=20153933
Unassigned,Potyviridae,,Potyvirus,Sugarcane mosaic virus,0,AJ297628,China HZ,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153934
Unassigned,Potyviridae,,Potyvirus,Sunflower chlorotic mottle virus,0,GU181199,Common (C) ,ssRNA(+),"New,",26,2010.020aP.A.v1.Potyvirus_1sp,ICTVonline=20153935
Unassigned,Potyviridae,,Potyvirus,Sunflower mild mosaic virus,0,JQ350738,Entre Rios,ssRNA(+),"New,",30,2015.003a-dP.A.v2.Potyviridae,ICTVonline=20153975
Unassigned,Potyviridae,,Potyvirus,Sunflower mosaic virus,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153936
Unassigned,Potyviridae,,Potyvirus,Sweet potato feathery mottle virus,0,D86371,S,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153937
Unassigned,Potyviridae,,Potyvirus,Sweet potato latent virus,0,KC443039,Taiwan,ssRNA(+),"New,",17,Ratification_1998,ICTVonline=20153938
Unassigned,Potyviridae,,Potyvirus,Sweet potato mild speckling virus,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153939
Unassigned,Potyviridae,,Potyvirus,Sweet potato virus 2,0,JN613807,GWB-2 ,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153940
Unassigned,Potyviridae,,Potyvirus,Sweet potato virus C,0,AB509453,Bungo,ssRNA(+),"New,",26,2010.002aP.A.v2.Potyvirus-Sp,ICTVonline=20153941
Unassigned,Potyviridae,,Potyvirus,Sweet potato virus G,0,JN613805,GWB-G ,ssRNA(+),"New,",23,ICTV 8th Report,ICTVonline=20153942
Unassigned,Potyviridae,,Potyvirus,Tamarillo leaf malformation virus,0,KM523548,A,ssRNA(+),"New,",30,2015.003a-dP.A.v2.Potyviridae,ICTVonline=20153976
Unassigned,Potyviridae,,Potyvirus,Telfairia mosaic virus,0,,,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153943
Unassigned,Potyviridae,,Potyvirus,Telosma mosaic virus,0,DQ851493,Vietnam Hanoi,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,ICTVonline=20153944
Unassigned,Potyviridae,,Potyvirus,Thunberg fritillary mosaic virus,0,AJ851866,China Ningbo,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153945
Unassigned,Potyviridae,,Potyvirus,Tobacco etch virus,0,M11458,HAT,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153946
Unassigned,Potyviridae,,Potyvirus,Tobacco vein banding mosaic virus,0,EF219408,China YND ,ssRNA(+),"New,",17,Ratification_1998,ICTVonline=20153947
Unassigned,Potyviridae,,Potyvirus,Tobacco vein mottling virus,0,X04083,1,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153948
Unassigned,Potyviridae,,Potyvirus,Tomato necrotic stunt virus,0,JQ314463,MX9354 ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,ICTVonline=20153949
Unassigned,Potyviridae,,Potyvirus,Tradescantia mild mosaic virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153950
Unassigned,Potyviridae,,Potyvirus,Tropaeolum mosaic virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20153951
Unassigned,Potyviridae,,Potyvirus,Tuberose mild mosaic virus,0,,,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20153952
Unassigned,Potyviridae,,Potyvirus,Tuberose mild mottle virus,0,,,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153953
Unassigned,Potyviridae,,Potyvirus,Tulip breaking virus,0,,,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153954
Unassigned,Potyviridae,,Potyvirus,Tulip mosaic virus,0,,,ssRNA(+),"New,",23,ICTV 8th Report,ICTVonline=20153955
Unassigned,Potyviridae,,Potyvirus,Turnip mosaic virus,0,AF169561,UK1,ssRNA(+),"Merged,",18,ICTV 7th Report,ICTVonline=20153956
Unassigned,Potyviridae,,Potyvirus,Twisted-stalk chlorotic streak virus,0,,,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,ICTVonline=20153957
Unassigned,Potyviridae,,Potyvirus,Vallota mosaic virus,0,,,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,ICTVonline=20153958
Unassigned,Potyviridae,,Potyvirus,Vanilla distortion mosaic virus,0,KF906523,VDMV-Cor,ssRNA(+),"New,",30,2015.003a-dP.A.v2.Potyviridae,ICTVonline=20153977
Unassigned,Potyviridae,,Potyvirus,Verbena virus Y,0,EU564817,Michigan ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,ICTVonline=20153959
Unassigned,Potyviridae,,Potyvirus,Watermelon leaf mottle virus,0,,,ssRNA(+),"New,",23,ICTV 8th Report,ICTVonline=20153960
Unassigned,Potyviridae,,Potyvirus,Watermelon mosaic virus,0,AY437609,French N,ssRNA(+),"Renamed,",18,ICTV 7th Report,ICTVonline=20153961
Unassigned,Potyviridae,,Potyvirus,Wild potato mosaic virus,0,AJ437279,Peru,ssRNA(+),"New,",18,ICTV 7th Report,ICTVonline=20153962
Unassigned,Potyviridae,,Potyvirus,Wild tomato mosaic virus,0,DQ851495,Vietnam Laichau,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,ICTVonline=20153963
Unassigned,Potyviridae,,Potyvirus,Wisteria vein mosaic virus,0,AY656816,China Beijing,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153964
Unassigned,Potyviridae,,Potyvirus,Yam mild mosaic virus,0,JX470965,Brazil,ssRNA(+),"New,",23,ICTV 8th Report,ICTVonline=20153965
Unassigned,Potyviridae,,Potyvirus,Yam mosaic virus,0,U42596,Ivory Coast,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153966
Unassigned,Potyviridae,,Potyvirus,Yambean mosaic virus,0,JN190431,Peru SR,ssRNA(+),"New,",26,2011.004aP.A.v1.Potyvirus_1sp,ICTVonline=20153967
Unassigned,Potyviridae,,Potyvirus,Zantedeschia mild mosaic virus,0,AY626825,TW,ssRNA(+),"New,",24,2007.073P.04.SpPotyviruses,ICTVonline=20153968
Unassigned,Potyviridae,,Potyvirus,Zea mosaic virus,0,JQ692088,Shz ,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153969
Unassigned,Potyviridae,,Potyvirus,Zucchini tigre mosaic virus,0,KC345605,Q10 ,ssRNA(+),"New,",29,2014.009aP.A.v4.Potyvirus_12sp,ICTVonline=20153970
Unassigned,Potyviridae,,Potyvirus,Zucchini yellow fleck virus,0,,,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153971
Unassigned,Potyviridae,,Potyvirus,Zucchini yellow mosaic virus,0,AJ307036,Hangzhou CU,ssRNA(+),"Moved,",13,Ratification_1993,ICTVonline=20153972
Unassigned,Potyviridae,,Rymovirus,Agropyron mosaic virus,0,AY623626,ND402,ssRNA(+),"New,",13,Ratification_1993,ICTVonline=20153979
Unassigned,Potyviridae,,Rymovirus,Hordeum mosaic virus,0,AY623627,ATCC PV81,ssRNA(+),"New,",13,Ratification_1993,ICTVonline=20153980
Unassigned,Potyviridae,,Rymovirus,Ryegrass mosaic virus,1,Y09854,D,ssRNA(+),"New,Assigned as Type Species,",13,Ratification_1993,ICTVonline=20153981
Unassigned,Potyviridae,,Tritimovirus,Brome streak mosaic virus,0,Z48506,Goetz & Maiss,ssRNA(+),"New,",17,Ratification_1998,ICTVonline=20153983
Unassigned,Potyviridae,,Tritimovirus,Oat necrotic mottle virus,0,AY377938,Type-NE,ssRNA(+),"Moved,",22,2003.P016-029.Potyviridae,ICTVonline=20153984
Unassigned,Potyviridae,,Tritimovirus,Tall oatgrass mosaic virus,0,KF260962,Benesov ,ssRNA(+),"New,",29,2014.005aP.A.v1.Tritimovirus_sp,ICTVonline=20153985
Unassigned,Potyviridae,,Tritimovirus,Wheat eqlid mosaic virus,0,EF608612,Iran ,ssRNA(+),"New,",25,2009.006a-dP.v2.Potyviridae-10Sp,ICTVonline=20153986
Unassigned,Potyviridae,,Tritimovirus,Wheat streak mosaic virus,1,AF057533,Sidney 81,ssRNA(+),"Moved,Assigned as Type Species,",17,Ratification_1998,ICTVonline=20153987
Unassigned,Potyviridae,,Tritimovirus,Yellow oat-grass mosaic virus,0,KF984546,Sb ,ssRNA(+),"New,",27,2012.013aP.A.v1.Tritimovirus-sp,ICTVonline=20153988
Unassigned,Potyviridae,,Unassigned,Rose yellow mosaic virus,0,JF280796,Minnesota ,ssRNA(+),"New,",28,2013.007aP.A.v2.Potyviridae_sp,ICTVonline=20153990
Unassigned,Potyviridae,,Unassigned,Spartina mottle virus,0,,,ssRNA(+),"New,",22,2003.P016-029.Potyviridae,ICTVonline=20153991
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Canarypox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20153995
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Fowlpox virus,1,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20153996
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Juncopox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20153997
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Mynahpox virus,0,,,dsDNA,"New,",14,ICTV 6th Report,ICTVonline=20153998
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Pigeonpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20153999
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Psittacinepox virus,0,,,dsDNA,"New,",12,ICTV 5th Report,ICTVonline=20154000
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Quailpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154001
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Sparrowpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154002
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Starlingpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154003
Unassigned,Poxviridae,Chordopoxvirinae,Avipoxvirus,Turkeypox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154004
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,Goatpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154006
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,Lumpy skin disease virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154007
Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,Sheeppox virus,1,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154008
Unassigned,Poxviridae,Chordopoxvirinae,Cervidpoxvirus,Mule deerpox virus,1,,,dsDNA,"Renamed,",26,2010.020abV.A.v1.Poxviridae-2sp_ren,ICTVonline=20154010
Unassigned,Poxviridae,Chordopoxvirinae,Crocodylidpoxvirus,Nile crocodilepox virus,1,,,dsDNA,"New,Assigned as Type Species,",26,2010.019a-eV.A.v1.Crocodylidpoxvirus,ICTVonline=20154012
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,Hare fibroma virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154014
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,Myxoma virus,1,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154015
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,Rabbit fibroma virus,0,,,dsDNA,"Renamed,",14,ICTV 6th Report,ICTVonline=20154016
Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,Squirrel fibroma virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154017
Unassigned,Poxviridae,Chordopoxvirinae,Molluscipoxvirus,Molluscum contagiosum virus,1,,,dsDNA,"Moved,Assigned as Type Species,",11,Ratification_1990,ICTVonline=20154019
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Camelpox virus,0,,,dsDNA,"Renamed,",6,ICTV 3rd Report,ICTVonline=20154021
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Cowpox virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154022
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Ectromelia virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154023
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Monkeypox virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154024
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Raccoonpox virus,0,,,dsDNA,"Moved,",12,ICTV 5th Report,ICTVonline=20154025
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Skunkpox virus,0,,,dsDNA,"New,",26,2010.019a-eV.A.v1.Crocodylidpoxvirus,ICTVonline=20154026
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Taterapox virus,0,,,dsDNA,"New,",12,ICTV 5th Report,ICTVonline=20154027
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Vaccinia virus,1,,,dsDNA,"Merged,Assigned as Type Species,",12,ICTV 5th Report,ICTVonline=20154028
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Variola virus,0,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154029
Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,Volepox virus,0,,,dsDNA,"New,",14,ICTV 6th Report,ICTVonline=20154030
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Bovine papular stomatitis virus,0,,,dsDNA,"Renamed,",14,ICTV 6th Report,ICTVonline=20154032
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Orf virus,1,,,dsDNA,"Moved,",5,Ratification_1978,ICTVonline=20154033
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Parapoxvirus of red deer in New Zealand,0,,,dsDNA,"New,",14,ICTV 6th Report,ICTVonline=20154034
Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,Pseudocowpox virus,0,,,dsDNA,"Renamed,",12,ICTV 5th Report,ICTVonline=20154035
Unassigned,Poxviridae,Chordopoxvirinae,Suipoxvirus,Swinepox virus,1,,,dsDNA,"Moved,Assigned as Type Species,",5,Ratification_1978,ICTVonline=20154037
Unassigned,Poxviridae,Chordopoxvirinae,Unassigned,Squirrelpox virus,0,,,dsDNA,"Renamed,",26,2010.020abV.A.v1.Poxviridae-2sp_ren,ICTVonline=20154039
Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,Tanapox virus,0,,,dsDNA,"Moved,",12,ICTV 5th Report,ICTVonline=20154041
Unassigned,Poxviridae,Chordopoxvirinae,Yatapoxvirus,Yaba monkey tumor virus,1,,,dsDNA,"Renamed,",14,ICTV 6th Report,ICTVonline=20154042
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Anomala cuprea entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154045
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Aphodius tasmaniae entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154046
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Demodema bonariensis entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154047
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Dermolepida albohirtum entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154048
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Figulus sublaevis entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154049
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Geotrupes sylvaticus entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154050
Unassigned,Poxviridae,Entomopoxvirinae,Alphaentomopoxvirus,Melolontha melolontha entomopoxvirus,1,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154051
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Acrobasis zelleri entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154053
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Adoxophyes honmai entomopoxvirus,0,HF679131,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,ICTVonline=20154054
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Amsacta moorei entomopoxvirus,1,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154055
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Arphia conspersa entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154056
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura biennis entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154057
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura conflicta entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154058
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura diversuma entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154059
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura fumiferana entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154060
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Choristoneura rosaceana entomopoxvirus,0,HF769133,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,ICTVonline=20154061
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Chorizagrotis auxiliaris entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154062
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Heliothis armigera entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154063
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Locusta migratoria entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154064
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Mythimna separata entomopoxvirus,0,HF679134,,dsDNA,"New,",29,2013.002aI.A.v3.Betaentomopoxvirus_3sp,ICTVonline=20154065
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Oedaleus senegalensis entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154066
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Operophtera brumata entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154067
Unassigned,Poxviridae,Entomopoxvirinae,Betaentomopoxvirus,Schistocerca gregaria entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154068
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Aedes aegypti entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154070
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Camptochironomus tentans entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154071
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus attenuatus entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154072
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus luridus entomopoxvirus,1,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154073
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Chironomus plumosus entomopoxvirus,0,,,dsDNA,"Moved,",22,2003.V192-194.Entomopoxvirus,ICTVonline=20154074
Unassigned,Poxviridae,Entomopoxvirinae,Gammaentomopoxvirus,Goeldichironomus holoprasinus entomopoxvirus,0,,,dsDNA,"Renamed,",29,2014.001aI.A.v1.Entomopoxvirus-spcorr,ICTVonline=20154075
Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,Diachasmimorpha entomopoxvirus,0,,,dsDNA,"New,",23,ICTV 8th Report,ICTVonline=20154077
Unassigned,Poxviridae,Entomopoxvirinae,Unassigned,Melanoplus sanguinipes entomopoxvirus 'O',0,,,dsDNA,"Moved,",22,Ratification_2004,ICTVonline=20154078
Unassigned,Pseudoviridae,,Hemivirus,Aedes aegypti Mosqcopia virus,0,,,ssRNA-RT,"New,",22,2003.Fxxx.Pseudoviridae,ICTVonline=20154082
